walkerId,totalWalks,firstWalk,lastWalk,signupTime,didDemandOrWalk,lifetime,averageLifetime,averageWalk,firstWalkAfterSignup,firstWalkinWeek,lastMonthWalks,activityTag,differentDistrictCount,activeLifeTime,totalActiveDayCount,walkFrequency,dailyWalkAverage,totalDemandCount,last30DaysDemandCount,weeklyAverageDemandCount
3e83d514-eabc-4120-abf4-977af88aa6a4,,,,2019-12-03 15:27:02.691,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
ce2ee780-d41c-4de4-943d-7b0b3a1b6bf7,9.0,2019-05-27 11:00:00.000,2019-07-05 11:00:00.000,2019-04-15 21:09:01.805,Yes,80.0,More,Less,41.0,No,0.0,NotActive,1.0,39 days 00:00:00,-8 days +11:37:25.310000,-5.1891517099845705,-1.1974965484579778,0.0,0.0,0.0
0a3ed11f-bd8a-4ce3-8d3e-c49b4bed057b,17.0,2019-01-06 07:00:00.000,2019-04-15 10:00:00.000,2019-01-02 18:24:30.203,Yes,102.0,More,Less,3.0,No,0.0,NotActive,1.0,99 days 03:00:00,6 days 10:53:24.219000,15.359281203717003,2.6341264107257407,0.0,0.0,0.0
38a34296-ce7a-4711-86a2-2f4970854cf9,,,,2019-09-26 14:00:57.829,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
5b9be00f-dd2d-4045-b3c3-f1198311bcce,90.0,2019-11-25 05:00:00.000,2021-01-14 05:00:00.000,2019-11-18 21:56:38.274,Yes,422.0,More,More,6.0,No,0.0,NotActive,2.0,416 days 00:00:00,55 days 04:49:19.013000,7.536107032838292,1.6304077715275154,12.0,0.0,0.20192307692307693
afc6dd20-4dcf-4370-8757-b5be921d29e4,8.0,2020-03-23 06:30:00.000,2020-06-06 14:00:00.000,2020-02-23 19:06:18.115,Yes,103.0,More,Less,28.0,No,0.0,NotActive,3.0,75 days 07:30:00,0 days 06:57:15.726000,259.9085802424903,27.608546283019717,0.0,0.0,0.0
62d80200-0685-4397-901c-8c8dcd2cd05b,,,,2021-02-16 17:55:13.247,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
7d36de9a-4718-45c0-89f7-45a2c4cdfc80,,,,2019-11-27 23:01:05.298,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
f633b0f0-917d-4909-afe7-ddd5a6c24c5d,,,,2020-01-11 14:54:55.662,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
b3b4f26f-44c4-420a-939a-7fd1f2a4d812,,,,2019-10-13 20:33:41.724,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
