yearMonth,walkerId,firstService,returnFromLoss,returnFromPassive,retained
2019-01,ae625ba1-2c16-4a3b-a61c-f067a36567b9,1,0,0,0
2019-01,5ee69b19-4137-4901-86e5-2a7dacf1a47f,0,0,0,1
2019-01,565e480e-54ad-4824-b6be-a79df1272efb,1,0,0,0
2019-01,0d94b9d5-c984-4542-99a7-998ef79c018e,1,0,0,0
2019-01,45c76b03-4600-4d5e-938d-d1f6ded11a49,0,0,0,1
2019-01,0d94b9d5-c984-4542-99a7-998ef79c018e,0,0,0,1
2019-01,9be3af8b-8464-46e3-bee0-82b478ebd06a,0,0,0,1
2019-01,9be3af8b-8464-46e3-bee0-82b478ebd06a,0,0,0,1
2019-01,9be3af8b-8464-46e3-bee0-82b478ebd06a,0,0,0,1
2019-01,9be3af8b-8464-46e3-bee0-82b478ebd06a,0,0,0,1
2019-01,9be3af8b-8464-46e3-bee0-82b478ebd06a,0,0,0,1
2019-01,9be3af8b-8464-46e3-bee0-82b478ebd06a,0,0,0,1
2019-01,9be3af8b-8464-46e3-bee0-82b478ebd06a,1,0,0,0
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,b2efb507-92b9-452f-9dc6-648a27799c57,1,0,0,0
2019-01,b2efb507-92b9-452f-9dc6-648a27799c57,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,b2efb507-92b9-452f-9dc6-648a27799c57,0,0,0,1
2019-01,b2efb507-92b9-452f-9dc6-648a27799c57,0,0,0,1
2019-01,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,8176a1e3-c524-4938-aaab-31309bb8c23c,1,0,0,0
2019-01,8176a1e3-c524-4938-aaab-31309bb8c23c,0,0,0,1
2019-01,8176a1e3-c524-4938-aaab-31309bb8c23c,0,0,0,1
2019-01,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-01,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,c0da83fe-c04a-4d0f-8dd6-6d4d2a610e61,1,0,0,0
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,6246933c-8c70-43cf-bc79-e2f4686e970a,1,0,0,0
2019-02,7b3d3c49-58a4-460d-9061-d6e197ddf9fe,1,0,0,0
2019-02,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,1,0,0,0
2019-02,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-02,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-02,ae86ae09-f97d-46d3-8c66-f63f01ec93be,1,0,0,0
2019-02,50c7c20e-0059-43b4-b1a0-e96ba9a5fafe,1,0,0,0
2019-02,cb74509c-9f28-4a1e-a1d9-758fad9b2422,0,0,0,1
2019-02,cb74509c-9f28-4a1e-a1d9-758fad9b2422,1,0,0,0
2019-02,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,1,0,0,0
2019-02,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,0,0,0,1
2019-02,6b042471-662c-4032-b55a-3d2b290d4f90,1,0,0,0
2019-02,e9cd019f-e72e-4c27-a5c6-8f9b11341359,1,0,0,0
2019-02,55bce13d-1ca1-4ba1-9c0e-724a9eb2c750,1,0,0,0
2019-02,9c5cd1b0-b252-4778-9d31-b18a19370b86,1,0,0,0
2019-02,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-02,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-02,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-02,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-02,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-02,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-02,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-02,3997c24c-b208-4a7d-9398-0b0132e1eef3,0,0,0,1
2019-02,f099baa0-5ef0-48da-b026-959fa175e3db,0,0,0,1
2019-02,f099baa0-5ef0-48da-b026-959fa175e3db,0,0,0,1
2019-02,2b3b888d-136d-422b-a9f5-12518e848047,1,0,0,0
2019-02,c0da83fe-c04a-4d0f-8dd6-6d4d2a610e61,0,0,0,1
2019-02,3048d861-37fd-4718-a5e1-8b9f93eb656a,1,0,0,0
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,477cddf0-15b3-4221-b87a-39071981851d,1,0,0,0
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,66b0ad20-d812-44d4-94e5-c8333a8e3e60,1,0,0,0
2019-02,0a3ed11f-bd8a-4ce3-8d3e-c49b4bed057b,0,0,0,1
2019-02,0a3ed11f-bd8a-4ce3-8d3e-c49b4bed057b,0,0,0,1
2019-02,0a3ed11f-bd8a-4ce3-8d3e-c49b4bed057b,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,c9ad29d6-8bd9-45d5-8065-19a5e404c515,1,0,0,0
2019-02,aaee34af-dde4-4d5c-b334-cc410d17d9ee,0,0,0,1
2019-02,aaee34af-dde4-4d5c-b334-cc410d17d9ee,0,0,0,1
2019-02,5f54e91b-52cc-47e7-82b6-f465b2993d50,0,0,0,1
2019-02,9ef1ff5a-47b2-4ac8-a3c6-d359c4edc771,0,0,0,1
2019-02,5f54e91b-52cc-47e7-82b6-f465b2993d50,0,0,0,1
2019-02,5f54e91b-52cc-47e7-82b6-f465b2993d50,0,0,0,1
2019-02,45c76b03-4600-4d5e-938d-d1f6ded11a49,0,0,1,0
2019-02,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-02,81995418-e014-46ac-855a-b39a313d8316,0,0,0,1
2019-02,e5612707-152d-498b-b883-2b71a98b6567,0,0,0,1
2019-02,e5612707-152d-498b-b883-2b71a98b6567,1,0,0,0
2019-02,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-02,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-02,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-02,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-02,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-02,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-02,5f54e91b-52cc-47e7-82b6-f465b2993d50,0,0,0,1
2019-02,9ef1ff5a-47b2-4ac8-a3c6-d359c4edc771,1,0,0,0
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,579a98a5-201e-4bd3-a58e-e1493497adaf,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,ae625ba1-2c16-4a3b-a61c-f067a36567b9,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,ae625ba1-2c16-4a3b-a61c-f067a36567b9,0,0,0,1
2019-02,ae625ba1-2c16-4a3b-a61c-f067a36567b9,0,0,0,1
2019-02,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-02,1d9b664f-30fe-4af1-b79d-7d4d085044e3,0,0,0,1
2019-02,e1580b54-899a-41a0-b351-65c4f7adacc5,1,0,0,0
2019-02,1d9b664f-30fe-4af1-b79d-7d4d085044e3,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-02,7baa5488-9857-4c52-a079-744b0d79998c,1,0,0,0
2019-02,864cd0ca-c0ce-44cf-9cba-a9eea0c1b2d1,1,0,0,0
2019-02,1d9b664f-30fe-4af1-b79d-7d4d085044e3,1,0,0,0
2019-03,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,0,0,0,1
2019-03,5cbfa5ce-a96c-4e1e-be77-c65b71a3a965,0,0,0,1
2019-03,ae625ba1-2c16-4a3b-a61c-f067a36567b9,0,0,0,1
2019-03,237b4d88-0d2c-4889-9972-7b2ea4360a1e,1,0,0,0
2019-03,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,0,0,0,1
2019-03,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,0,0,0,1
2019-03,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,0,0,0,1
2019-03,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,0,0,0,1
2019-03,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,0,0,0,1
2019-03,ae625ba1-2c16-4a3b-a61c-f067a36567b9,0,0,0,1
2019-03,7cbe14b6-35fa-452a-9603-91c6be7175a6,1,0,0,0
2019-03,74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,0,0,0,1
2019-03,7cbe14b6-35fa-452a-9603-91c6be7175a6,0,0,0,1
2019-03,a232aae2-fa98-4c38-985e-6a9f5b7fe2a5,1,0,0,0
2019-03,7cbe14b6-35fa-452a-9603-91c6be7175a6,0,0,0,1
2019-03,a232aae2-fa98-4c38-985e-6a9f5b7fe2a5,0,0,0,1
2019-03,0d94b9d5-c984-4542-99a7-998ef79c018e,0,0,1,0
2019-03,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-03,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-03,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-03,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-03,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-03,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-03,5cbfa5ce-a96c-4e1e-be77-c65b71a3a965,0,0,0,1
2019-03,fa786ec1-0a25-4da2-9ffc-69d83055d713,0,0,0,1
2019-03,fa786ec1-0a25-4da2-9ffc-69d83055d713,0,0,0,1
2019-03,fa786ec1-0a25-4da2-9ffc-69d83055d713,0,0,0,1
2019-03,fa786ec1-0a25-4da2-9ffc-69d83055d713,1,0,0,0
2019-03,a5006ac2-b567-48ae-bddf-f06e371c5108,0,0,0,1
2019-03,a5006ac2-b567-48ae-bddf-f06e371c5108,0,0,0,1
2019-03,a5006ac2-b567-48ae-bddf-f06e371c5108,0,0,0,1
2019-03,0d94b9d5-c984-4542-99a7-998ef79c018e,0,0,0,1
2019-03,45c76b03-4600-4d5e-938d-d1f6ded11a49,0,0,0,1
2019-03,cb2d8112-1069-4ba8-ba25-78b91cfbd06a,0,0,0,1
2019-03,7cbe14b6-35fa-452a-9603-91c6be7175a6,0,0,0,1
2019-03,a5006ac2-b567-48ae-bddf-f06e371c5108,1,0,0,0
2019-03,baea0bd3-15fd-4bda-9e67-9c20393ecee3,0,0,0,1
2019-03,55bce13d-1ca1-4ba1-9c0e-724a9eb2c750,0,0,1,0
2019-03,81324614-208e-4596-875d-ed7da02679d3,0,0,0,1
2019-03,81324614-208e-4596-875d-ed7da02679d3,0,0,0,1
2019-03,81324614-208e-4596-875d-ed7da02679d3,0,0,0,1
2019-03,81324614-208e-4596-875d-ed7da02679d3,0,0,0,1
2019-03,15274b84-f61a-4945-b016-5146245eb52d,1,0,0,0
2019-03,477cddf0-15b3-4221-b87a-39071981851d,0,0,0,1
2019-03,477cddf0-15b3-4221-b87a-39071981851d,0,0,0,1
2019-03,477cddf0-15b3-4221-b87a-39071981851d,0,0,0,1
2019-03,477cddf0-15b3-4221-b87a-39071981851d,0,0,0,1
2019-03,81324614-208e-4596-875d-ed7da02679d3,0,0,0,1
2019-03,477cddf0-15b3-4221-b87a-39071981851d,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,f12c75c0-6895-4322-b771-7e27b0be5448,0,0,0,1
2019-03,477cddf0-15b3-4221-b87a-39071981851d,0,0,0,1
2019-03,81324614-208e-4596-875d-ed7da02679d3,1,0,0,0
2019-03,0a3ed11f-bd8a-4ce3-8d3e-c49b4bed057b,0,0,1,0
2019-03,aaee34af-dde4-4d5c-b334-cc410d17d9ee,0,0,1,0
2019-03,55bce13d-1ca1-4ba1-9c0e-724a9eb2c750,0,0,0,1
2019-03,55bce13d-1ca1-4ba1-9c0e-724a9eb2c750,0,0,0,1
2019-03,baea0bd3-15fd-4bda-9e67-9c20393ecee3,0,0,0,1
2019-03,baea0bd3-15fd-4bda-9e67-9c20393ecee3,0,0,0,1
2019-03,baea0bd3-15fd-4bda-9e67-9c20393ecee3,0,0,0,1
2019-03,baea0bd3-15fd-4bda-9e67-9c20393ecee3,0,0,0,1
2019-03,baea0bd3-15fd-4bda-9e67-9c20393ecee3,0,0,0,1
2019-03,baea0bd3-15fd-4bda-9e67-9c20393ecee3,0,0,0,1
2019-03,baea0bd3-15fd-4bda-9e67-9c20393ecee3,1,0,0,0
2019-03,4d0094a3-b00f-4e09-bc65-84624347971b,0,0,0,1
2019-03,4d0094a3-b00f-4e09-bc65-84624347971b,1,0,0,0
2019-03,1ab3da37-ae0e-4bf7-b528-5771a1b586bb,1,0,0,0
2019-03,122d6a46-2b2b-4946-8fc5-cc9f257f2f3a,1,0,0,0
2019-03,2b3b888d-136d-422b-a9f5-12518e848047,0,0,0,1
2019-03,2b3b888d-136d-422b-a9f5-12518e848047,0,0,0,1
2019-03,2b3b888d-136d-422b-a9f5-12518e848047,0,0,0,1
2019-03,3a1e122a-ae6f-4000-a65b-bfa86ee77340,1,0,0,0
2019-03,3a1e122a-ae6f-4000-a65b-bfa86ee77340,0,0,0,1
2019-03,3a1e122a-ae6f-4000-a65b-bfa86ee77340,0,0,0,1
2019-03,3048d861-37fd-4718-a5e1-8b9f93eb656a,0,0,1,0
2019-03,91b3ae1f-91ea-4c48-8f9e-3a9b6d1c7abd,1,0,0,0
2019-03,5cbfa5ce-a96c-4e1e-be77-c65b71a3a965,1,0,0,0
2019-03,15274b84-f61a-4945-b016-5146245eb52d,0,0,0,1
2019-03,026f9df4-897a-4661-864e-18b70b32f972,1,0,0,0
2019-03,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-03,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-03,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,276cbc72-1d50-4eab-9409-63826be9ade9,1,0,0,0
2019-03,8176a1e3-c524-4938-aaab-31309bb8c23c,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-03,8176a1e3-c524-4938-aaab-31309bb8c23c,0,0,1,0
2019-03,8176a1e3-c524-4938-aaab-31309bb8c23c,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,763f7537-680b-432d-a5a1-50b9a9644a2e,1,0,0,0
2019-03,e76c3555-9c42-4c97-a637-09a50644753e,0,0,0,1
2019-03,830e1b08-e678-464d-ba3c-c8949aae2bbd,0,0,0,1
2019-03,7f81ee9c-3365-4ae0-8efd-f45ba579d937,0,0,0,1
2019-03,20a49d67-92b3-42d6-8e82-f2b7bd307501,1,0,0,0
2019-03,c9ad29d6-8bd9-45d5-8065-19a5e404c515,0,0,0,1
2019-03,9c5cd1b0-b252-4778-9d31-b18a19370b86,0,0,0,1
2019-03,9c5cd1b0-b252-4778-9d31-b18a19370b86,0,0,0,1
