walkerId,firstService,returnFromLoss,returnFromPassive,retained
0d8c4cb1-501d-4528-b019-93128e1b2472,1,0,2,2
30ebe504-d872-4c5a-9ec0-d5c1537bff2e,3,0,0,6
f099baa0-5ef0-48da-b026-959fa175e3db,2,0,0,2
32af0b01-4d77-460e-88b5-4845b6fa77b0,1,0,0,5
7599979a-e448-40a0-8296-2ea4c7b6c6d9,1,0,0,1
580e1513-c655-4b60-a86d-b9203cc3be08,5,0,0,5
c2daca51-43e8-4dbc-ad7d-7fc9890d9734,1,1,0,0
f8458960-e900-48af-a5bb-c696e824a9f4,2,0,0,2
a9bcd7e9-5a4d-44e5-953c-8dae21c614dd,1,1,1,0
d980f9e8-cee2-4355-8b99-b4572d2ef8cc,3,0,0,3
25119d6c-3166-4952-8f3e-4d92e2bb4cc3,1,0,0,1
882212f1-1777-4975-86ef-0e7b786ac686,1,0,0,1
0970f4ba-59dc-4a30-8f62-268a81ec1009,4,0,0,4
524f33d3-db05-4ee4-b7c0-24322a06520f,2,0,0,2
0673e701-6bf4-47e2-962d-94a2668dbd3a,3,0,0,3
9502c04b-d876-425e-bdb1-b787dcc1cd86,1,0,0,1
12557c38-47e9-4445-952b-a8bcec0f80ea,3,0,0,3
f19f40a0-bc2f-4cdd-a5bc-dfea35c6695a,3,0,0,3
16c243df-bb50-4aaf-8f99-7669da8ed5df,2,0,0,2
1f124632-3819-47f6-89a5-8564ba8e23b6,4,0,0,4
20e58738-6a4e-420b-8883-5496330b916e,3,0,0,3
6743b005-3450-4ecd-9feb-c52ac78ef64c,1,0,0,1
d06e4896-11e8-48b6-85d0-c711b83a9eb6,3,0,0,3
524d7c5a-c3c0-420e-82d3-01a0dac16ce1,1,0,0,1
5b11b18d-b3fd-4a2f-8ea5-6ccd4772e72c,1,0,0,1
299f5ebc-e48f-4b9c-ab2c-7fc5bbc2c3a9,1,0,0,1
7a27d9b1-8f0b-45c6-9f88-a01406af8b78,1,0,0,1
abd366b8-ffa1-49bc-b38f-d16d54b57045,2,0,0,2
c8dfba88-57b9-46fb-b820-95b6f6c18596,1,0,0,1
1eb9b8a6-8248-464c-8e00-82d5bf1d9a50,1,0,0,1
edda2c74-a2f2-431a-a943-caf3f118e6e7,1,0,0,1
df8d0da4-f176-4fe0-aaff-917e41fd16f5,1,0,0,1
22a04605-f26f-486d-b669-0aeacafc5976,1,0,0,1
2d2f7768-6e20-452c-a3c3-19807735fca9,1,0,0,1
977b7961-fe28-4a1d-ac98-be068b4e53c1,3,0,0,3
ffc3fe3e-1fd8-4979-a90d-7b8a076be0d2,1,0,0,1
8d782329-ee3c-4113-940e-2726d802632f,1,0,0,1
ee590481-ea1d-47ac-b990-bfcc12496fc4,1,0,0,1
96a8321e-1463-4c94-96f1-bf3dcc5a9b6c,2,0,0,2
331735b3-8475-4823-891a-d600d4f82bcf,1,0,0,1
51b30c21-b206-4e51-9894-9d02fd73d186,1,1,0,0
cb74509c-9f28-4a1e-a1d9-758fad9b2422,1,0,0,1
647c1397-a433-4e33-878c-9de1b2437f21,2,0,0,2
402c1152-1551-4104-9675-42e87fa52542,1,0,0,1
b2bb6478-9f88-4e88-9add-73691a08906c,2,0,0,2
1f8ad5e3-72fd-4334-8302-612cea562ee1,1,2,1,0
6601a29a-e595-4a8c-b6a8-f09e9ab8234b,1,0,0,1
6f370617-b82a-489f-900a-23f1b8618896,3,0,0,3
47d632fa-b1c9-4710-b0ae-f7eb5593d41b,7,0,0,7
753c6aa3-0bd3-45ed-9ae6-7c197b156b9b,1,0,0,1
2d72089e-070d-47ef-a51e-0a4d3704b868,1,0,0,1
3196ebcf-6910-4f15-9ee1-2105c0524c50,1,0,0,1
85430b3c-4b30-494d-a60d-6775979742e5,1,0,0,1
20cf38ef-97d4-41c4-831c-2e2fae348a6b,1,0,0,1
363e88cc-6c7d-4a9d-827e-2c93f0ceaf80,1,0,1,0
d4245f35-5899-4157-be45-26607239f731,1,0,0,1
0b83a290-d2f7-4008-9a22-a4700a4b36cb,1,0,0,1
02113579-d4cc-4afb-8128-195dce1a9a7a,1,0,0,1
c3c844fb-3f2c-4929-9315-8fac63949d05,1,1,0,0
193d2210-0742-4c9f-ab6e-291ebebe8a5f,1,0,0,1
fa269893-819d-4acf-aad9-3cd721314819,1,0,0,1
7d6f12b0-7913-4a58-a6db-ff113ffa5cf2,1,0,0,1
f868a226-3c0a-476d-96ad-c33b9a9e6db8,1,0,0,1
25ef29a7-6946-4d00-aa34-1e9a536616c3,1,0,1,0
91eb4bcf-040f-4587-9963-ccde6e4f09f2,1,0,0,1
cedeeaef-da9f-475b-9e78-e4348491747f,2,0,0,2
1d1b7991-e1ca-422a-a683-f15a11d7910e,1,1,0,0
9948aac6-7617-4641-9e0f-feabb2101e87,1,0,0,1
fd1c862f-25a6-4051-a9b5-2776fb28345e,1,0,0,1
28624e4d-3cc9-44c3-9568-d7b08bf2a184,1,1,0,0
72bca076-2ff0-4c5d-980a-bf8df4228f3d,1,0,1,1
